"id","participant_id","timesent_utc","name","gender","handedness","time_gameplayed_utc","details","Is UFO Green","Late Response","Response Window","Correct Button","Response Time","Cue Angle"
"53eaf19fb6145e8e1def3afb","GREEN-00032","2014-08-12T22:03:25-0700",,"FEMALE","LEFT","2014-08-12T21:59:00-0700","Cue Angle",,"1","1","560","0","N/A","Full"
"53eaf19fb6145e8e1def3afb","GREEN-00032","2014-08-12T22:03:25-0700",,"FEMALE","LEFT","2014-08-12T21:59:00-0700","Cue Angle",,"0","1","600","0","N/A","LeftFull"
"53eaf19fb6145e8e1def3afb","GREEN-00032","2014-08-12T22:03:25-0700",,"FEMALE","LEFT","2014-08-12T21:59:00-0700","Cue Angle",,"0","1","600","0","N/A","RightSmall"
"53eaf19fb6145e8e1def3afb","GREEN-00032","2014-08-12T22:03:25-0700",,"FEMALE","LEFT","2014-08-12T21:59:00-0700","Cue Angle",,"0","1","600","0","N/A","RightBig"
"53eaf19fb6145e8e1def3afb","GREEN-00032","2014-08-12T22:03:25-0700",,"FEMALE","LEFT","2014-08-12T21:59:00-0700","Cue Angle",,"0","1","600","0","N/A","RightSmall"
"53eaf19fb6145e8e1def3afb","GREEN-00032","2014-08-12T22:03:25-0700",,"FEMALE","LEFT","2014-08-12T21:59:00-0700","Cue Angle",,"1","0","600","1","570.859968662262","RightSmall"
"53eaf19fb6145e8e1def3afb","GREEN-00032","2014-08-12T22:03:25-0700",,"FEMALE","LEFT","2014-08-12T21:59:00-0700","Cue Angle",,"0","1","590","0","N/A","RightBig"
"53eaf19fb6145e8e1def3afb","GREEN-00032","2014-08-12T22:03:25-0700",,"FEMALE","LEFT","2014-08-12T21:59:00-0700","Cue Angle",,"0","1","590","0","N/A","Full"
"53eaf19fb6145e8e1def3afb","GREEN-00032","2014-08-12T22:03:25-0700",,"FEMALE","LEFT","2014-08-12T21:59:00-0700","Cue Angle",,"1","0","590","1","566.0289525985718","RightBig"
"53eaf19fb6145e8e1def3afb","GREEN-00032","2014-08-12T22:03:25-0700",,"FEMALE","LEFT","2014-08-12T21:59:00-0700","Cue Angle",,"0","1","580","0","N/A","LeftFull"
"53eaf19fb6145e8e1def3afb","GREEN-00032","2014-08-12T22:03:25-0700",,"FEMALE","LEFT","2014-08-12T21:59:00-0700","Cue Angle",,"1","1","580","0","N/A","LeftBig"
"53f10b50b6145e3e7f92ce85","BLUE-00064","2014-08-17T13:06:41-0700",,"FEMALE","RIGHT","2014-08-17T13:03:16-0700","Cue Angle",,"1","0","800","1","697.2249746322632","Full"
"53f10b50b6145e3e7f92ce85","BLUE-00064","2014-08-17T13:06:41-0700",,"FEMALE","RIGHT","2014-08-17T13:03:16-0700","Cue Angle",,"0","1","790","0","N/A","LeftSmall"
"53f10b50b6145e3e7f92ce85","BLUE-00064","2014-08-17T13:06:41-0700",,"FEMALE","RIGHT","2014-08-17T13:03:16-0700","Cue Angle",,"1","0","790","1","620.2870011329651","LeftBig"
"53f10b50b6145e3e7f92ce85","BLUE-00064","2014-08-17T13:06:41-0700",,"FEMALE","RIGHT","2014-08-17T13:03:16-0700","Cue Angle",,"0","1","780","0","N/A","LeftSmall"
"53f10b50b6145e3e7f92ce85","BLUE-00064","2014-08-17T13:06:41-0700",,"FEMALE","RIGHT","2014-08-17T13:03:16-0700","Cue Angle",,"1","0","780","1","640.8360004425049","Full"
"53f10b50b6145e3e7f92ce85","BLUE-00064","2014-08-17T13:06:41-0700",,"FEMALE","RIGHT","2014-08-17T13:03:16-0700","Cue Angle",,"0","1","760","0","N/A","LeftSmall"
"53f10b50b6145e3e7f92ce85","BLUE-00064","2014-08-17T13:06:41-0700",,"FEMALE","RIGHT","2014-08-17T13:03:16-0700","Cue Angle",,"0","1","760","0","N/A","RightBig"
"53f10b50b6145e3e7f92ce85","BLUE-00064","2014-08-17T13:06:41-0700",,"FEMALE","RIGHT","2014-08-17T13:03:16-0700","Cue Angle",,"1","0","760","1","659.686028957367","LeftSmall"
"53f10b50b6145e3e7f92ce85","BLUE-00064","2014-08-17T13:06:41-0700",,"FEMALE","RIGHT","2014-08-17T13:03:16-0700","Cue Angle",,"0","1","720","0","N/A","LeftFull"
"53f10b50b6145e3e7f92ce85","BLUE-00064","2014-08-17T13:06:41-0700",,"FEMALE","RIGHT","2014-08-17T13:03:16-0700","Cue Angle",,"1","0","720","1","608.476996421814","RightSmall"
"53f10b50b6145e3e7f92ce85","BLUE-00064","2014-08-17T13:06:41-0700",,"FEMALE","RIGHT","2014-08-17T13:03:16-0700","Cue Angle",,"0","1","640","0","N/A","LeftBig"
"53f10b50b6145e3e7f92ce85","BLUE-00064","2014-08-17T13:06:41-0700",,"FEMALE","RIGHT","2014-08-17T13:03:16-0700","Cue Angle",,"1","0","640","1","628.3760070800781","RightBig"
"53f10b50b6145e3e7f92ce85","BLUE-00064","2014-08-17T13:06:41-0700",,"FEMALE","RIGHT","2014-08-17T13:03:16-0700","Cue Angle",,"1","1","480","0","N/A","RightFull"
"53f10b50b6145e3e7f92ce85","BLUE-00064","2014-08-17T13:06:41-0700",,"FEMALE","RIGHT","2014-08-17T13:03:16-0700","Cue Angle",,"1","1","520","0","N/A","RightSmall"
"53f10b50b6145e3e7f92ce85","BLUE-00064","2014-08-17T13:06:41-0700",,"FEMALE","RIGHT","2014-08-17T13:03:16-0700","Cue Angle",,"1","1","600","0","N/A","Full"
"53f10b50b6145e3e7f92ce85","BLUE-00064","2014-08-17T13:06:41-0700",,"FEMALE","RIGHT","2014-08-17T13:03:16-0700","Cue Angle",,"0","1","760","0","N/A","LeftBig"
"53f10b50b6145e3e7f92ce85","BLUE-00064","2014-08-17T13:06:41-0700",,"FEMALE","RIGHT","2014-08-17T13:03:16-0700","Cue Angle",,"0","1","760","0","N/A","RightSmall"
"53f10b50b6145e3e7f92ce85","BLUE-00064","2014-08-17T13:06:41-0700",,"FEMALE","RIGHT","2014-08-17T13:03:16-0700","Cue Angle",,"0","1","760","0","N/A","RightSmall"
"53f10b50b6145e3e7f92ce85","BLUE-00064","2014-08-17T13:06:41-0700",,"FEMALE","RIGHT","2014-08-17T13:03:16-0700","Cue Angle",,"1","0","760","1","620.7860112190247","Full"
"53f10b50b6145e3e7f92ce85","BLUE-00064","2014-08-17T13:06:41-0700",,"FEMALE","RIGHT","2014-08-17T13:03:16-0700","Cue Angle",,"0","1","750","0","N/A","RightFull"
"53f10b50b6145e3e7f92ce85","BLUE-00064","2014-08-17T13:06:41-0700",,"FEMALE","RIGHT","2014-08-17T13:03:16-0700","Cue Angle",,"0","1","750","0","N/A","RightSmall"
"53f10b50b6145e3e7f92ce85","BLUE-00064","2014-08-17T13:06:41-0700",,"FEMALE","RIGHT","2014-08-17T13:03:16-0700","Cue Angle",,"1","0","750","1","616.9630289077759","RightFull"
"53f10b50b6145e3e7f92ce85","BLUE-00064","2014-08-17T13:06:41-0700",,"FEMALE","RIGHT","2014-08-17T13:03:16-0700","Cue Angle",,"1","0","730","1","665.2320027351379","Full"
"53f10b50b6145e3e7f92ce85","BLUE-00064","2014-08-17T13:06:41-0700",,"FEMALE","RIGHT","2014-08-17T13:03:16-0700","Cue Angle",,"1","0","690","1","687.3300075531006","LeftSmall"
"53f10b50b6145e3e7f92ce85","BLUE-00064","2014-08-17T13:06:41-0700",,"FEMALE","RIGHT","2014-08-17T13:03:16-0700","Cue Angle",,"1","0","650","1","645.2329754829407","Full"
"53f10b50b6145e3e7f92ce85","BLUE-00064","2014-08-17T13:06:41-0700",,"FEMALE","RIGHT","2014-08-17T13:03:16-0700","Cue Angle",,"0","1","570","0","N/A","LeftSmall"
"53f10b50b6145e3e7f92ce85","BLUE-00064","2014-08-17T13:06:41-0700",,"FEMALE","RIGHT","2014-08-17T13:03:16-0700","Cue Angle",,"0","1","570","0","N/A","LeftSmall"
"53f10b50b6145e3e7f92ce85","BLUE-00064","2014-08-17T13:06:41-0700",,"FEMALE","RIGHT","2014-08-17T13:03:16-0700","Cue Angle",,"1","1","570","0","N/A","RightSmall"
"53f10b50b6145e3e7f92ce85","BLUE-00064","2014-08-17T13:06:41-0700",,"FEMALE","RIGHT","2014-08-17T13:03:16-0700","Cue Angle",,"0","1","650","0","N/A","RightFull"
"53f10b50b6145e3e7f92ce85","BLUE-00064","2014-08-17T13:06:41-0700",,"FEMALE","RIGHT","2014-08-17T13:03:16-0700","Cue Angle",,"1","0","650","1","638.8630270957947","RightFull"
"53f10b50b6145e3e7f92ce85","BLUE-00064","2014-08-17T13:06:41-0700",,"FEMALE","RIGHT","2014-08-17T13:03:16-0700","Cue Angle",,"0","1","640","0","N/A","RightFull"
"53f10b50b6145e3e7f92ce85","BLUE-00064","2014-08-17T13:06:41-0700",,"FEMALE","RIGHT","2014-08-17T13:03:16-0700","Cue Angle",,"0","1","640","0","N/A","LeftSmall"
"53f10b50b6145e3e7f92ce85","BLUE-00064","2014-08-17T13:06:41-0700",,"FEMALE","RIGHT","2014-08-17T13:03:16-0700","Cue Angle",,"1","1","640","0","N/A","RightBig"
"53f10b50b6145e3e7f92ce85","BLUE-00064","2014-08-17T13:06:41-0700",,"FEMALE","RIGHT","2014-08-17T13:03:16-0700","Cue Angle",,"0","1","670","0","N/A","RightFull"
"53f10b50b6145e3e7f92ce85","BLUE-00064","2014-08-17T13:06:41-0700",,"FEMALE","RIGHT","2014-08-17T13:03:16-0700","Cue Angle",,"1","0","670","1","667.165994644165","LeftBig"
"53f10b50b6145e3e7f92ce85","BLUE-00064","2014-08-17T13:06:41-0700",,"FEMALE","RIGHT","2014-08-17T13:03:16-0700","Cue Angle",,"0","1","660","0","N/A","LeftFull"
"53f10b50b6145e3e7f92ce85","BLUE-00064","2014-08-17T13:06:41-0700",,"FEMALE","RIGHT","2014-08-17T13:03:16-0700","Cue Angle",,"1","0","660","1","604.8929691314697","RightFull"
"53f10b50b6145e3e7f92ce85","BLUE-00064","2014-08-17T13:06:41-0700",,"FEMALE","RIGHT","2014-08-17T13:03:16-0700","Cue Angle",,"0","1","650","0","N/A","LeftSmall"
"53f10b50b6145e3e7f92ce85","BLUE-00064","2014-08-17T13:06:41-0700",,"FEMALE","RIGHT","2014-08-17T13:03:16-0700","Cue Angle",,"1","1","650","0","N/A","LeftBig"
"53f10b50b6145e3e7f92ce85","BLUE-00064","2014-08-17T13:06:41-0700",,"FEMALE","RIGHT","2014-08-17T13:03:16-0700","Cue Angle",,"0","1","690","0","N/A","RightFull"
"53f79ca8b6145efb6e4e7ffe","BLUE-00064","2014-08-22T12:40:25-0700",,"FEMALE","RIGHT","2014-08-22T12:36:37-0700","Cue Angle",,"0","0","800","1","800","LeftFull"
"53f79ca8b6145efb6e4e7ffe","BLUE-00064","2014-08-22T12:40:25-0700",,"FEMALE","RIGHT","2014-08-22T12:36:37-0700","Cue Angle",,"1","0","800","1","641.7229771614075","LeftBig"
"53f79ca8b6145efb6e4e7ffe","BLUE-00064","2014-08-22T12:40:25-0700",,"FEMALE","RIGHT","2014-08-22T12:36:37-0700","Cue Angle",,"1","0","790","1","728.4489870071411","LeftFull"
"53f79ca8b6145efb6e4e7ffe","BLUE-00064","2014-08-22T12:40:25-0700",,"FEMALE","RIGHT","2014-08-22T12:36:37-0700","Cue Angle",,"1","0","770","1","674.3179559707642","LeftSmall"
"53f79ca8b6145efb6e4e7ffe","BLUE-00064","2014-08-22T12:40:25-0700",,"FEMALE","RIGHT","2014-08-22T12:36:37-0700","Cue Angle",,"1","1","750","0","N/A","LeftSmall"
"53f79ca8b6145efb6e4e7ffe","BLUE-00064","2014-08-22T12:40:25-0700",,"FEMALE","RIGHT","2014-08-22T12:36:37-0700","Cue Angle",,"0","1","790","0","N/A","RightFull"
"53f79ca8b6145efb6e4e7ffe","BLUE-00064","2014-08-22T12:40:25-0700",,"FEMALE","RIGHT","2014-08-22T12:36:37-0700","Cue Angle",,"1","0","790","1","672.1310019493103","RightSmall"
"53f79ca8b6145efb6e4e7ffe","BLUE-00064","2014-08-22T12:40:25-0700",,"FEMALE","RIGHT","2014-08-22T12:36:37-0700","Cue Angle",,"1","0","780","1","728.5789847373962","LeftSmall"
"53f79ca8b6145efb6e4e7ffe","BLUE-00064","2014-08-22T12:40:25-0700",,"FEMALE","RIGHT","2014-08-22T12:36:37-0700","Cue Angle",,"1","0","770","1","676.44202709198","LeftSmall"
"53f79ca8b6145efb6e4e7ffe","BLUE-00064","2014-08-22T12:40:25-0700",,"FEMALE","RIGHT","2014-08-22T12:36:37-0700","Cue Angle",,"1","0","750","1","728.7909984588623","LeftBig"
"53f79ca8b6145efb6e4e7ffe","BLUE-00064","2014-08-22T12:40:25-0700",,"FEMALE","RIGHT","2014-08-22T12:36:37-0700","Cue Angle",,"0","1","710","0","N/A","RightFull"
"53f79ca8b6145efb6e4e7ffe","BLUE-00064","2014-08-22T12:40:25-0700",,"FEMALE","RIGHT","2014-08-22T12:36:37-0700","Cue Angle",,"0","1","710","0","N/A","RightFull"
"53f79ca8b6145efb6e4e7ffe","BLUE-00064","2014-08-22T12:40:25-0700",,"FEMALE","RIGHT","2014-08-22T12:36:37-0700","Cue Angle",,"1","0","710","1","633.9539885520935","RightFull"
"53f79ca8b6145efb6e4e7ffe","BLUE-00064","2014-08-22T12:40:25-0700",,"FEMALE","RIGHT","2014-08-22T12:36:37-0700","Cue Angle",,"1","0","630","1","593.9409732818604","RightSmall"
"53f79ca8b6145efb6e4e7ffe","BLUE-00064","2014-08-22T12:40:25-0700",,"FEMALE","RIGHT","2014-08-22T12:36:37-0700","Cue Angle",,"1","1","470","0","N/A","RightSmall"
"53f79ca8b6145efb6e4e7ffe","BLUE-00064","2014-08-22T12:40:25-0700",,"FEMALE","RIGHT","2014-08-22T12:36:37-0700","Cue Angle",,"0","1","510","0","N/A","Full"
"53f79ca8b6145efb6e4e7ffe","BLUE-00064","2014-08-22T12:40:25-0700",,"FEMALE","RIGHT","2014-08-22T12:36:37-0700","Cue Angle",,"1","1","510","0","N/A","Full"
"53f79ca8b6145efb6e4e7ffe","BLUE-00064","2014-08-22T12:40:25-0700",,"FEMALE","RIGHT","2014-08-22T12:36:37-0700","Cue Angle",,"0","1","550","0","N/A","LeftBig"
"53f79ca8b6145efb6e4e7ffe","BLUE-00064","2014-08-22T12:40:25-0700",,"FEMALE","RIGHT","2014-08-22T12:36:37-0700","Cue Angle",,"1","1","550","0","N/A","RightSmall"
"53f79ca8b6145efb6e4e7ffe","BLUE-00064","2014-08-22T12:40:25-0700",,"FEMALE","RIGHT","2014-08-22T12:36:37-0700","Cue Angle",,"1","1","590","0","N/A","LeftSmall"
"53f79ca8b6145efb6e4e7ffe","BLUE-00064","2014-08-22T12:40:25-0700",,"FEMALE","RIGHT","2014-08-22T12:36:37-0700","Cue Angle",,"1","1","630","0","N/A","LeftSmall"
"53f79ca8b6145efb6e4e7ffe","BLUE-00064","2014-08-22T12:40:25-0700",,"FEMALE","RIGHT","2014-08-22T12:36:37-0700","Cue Angle",,"0","1","710","0","N/A","RightSmall"
"53f79ca8b6145efb6e4e7ffe","BLUE-00064","2014-08-22T12:40:25-0700",,"FEMALE","RIGHT","2014-08-22T12:36:37-0700","Cue Angle",,"0","1","710","0","N/A","Full"
"53f79ca8b6145efb6e4e7ffe","BLUE-00064","2014-08-22T12:40:25-0700",,"FEMALE","RIGHT","2014-08-22T12:36:37-0700","Cue Angle",,"1","0","710","1","699.4220018386841","LeftSmall"
"53f79ca8b6145efb6e4e7ffe","BLUE-00064","2014-08-22T12:40:25-0700",,"FEMALE","RIGHT","2014-08-22T12:36:37-0700","Cue Angle",,"1","0","700","1","595.7769751548767","RightFull"
"53f79ca8b6145efb6e4e7ffe","BLUE-00064","2014-08-22T12:40:25-0700",,"FEMALE","RIGHT","2014-08-22T12:36:37-0700","Cue Angle",,"0","1","690","0","N/A","LeftFull"
"53f79ca8b6145efb6e4e7ffe","BLUE-00064","2014-08-22T12:40:25-0700",,"FEMALE","RIGHT","2014-08-22T12:36:37-0700","Cue Angle",,"1","1","690","0","N/A","LeftBig"
"53f79ca8b6145efb6e4e7ffe","BLUE-00064","2014-08-22T12:40:25-0700",,"FEMALE","RIGHT","2014-08-22T12:36:37-0700","Cue Angle",,"0","1","730","0","N/A","LeftSmall"
"53f79ca8b6145efb6e4e7ffe","BLUE-00064","2014-08-22T12:40:25-0700",,"FEMALE","RIGHT","2014-08-22T12:36:37-0700","Cue Angle",,"0","1","730","0","N/A","LeftSmall"
"53f79ca8b6145efb6e4e7ffe","BLUE-00064","2014-08-22T12:40:25-0700",,"FEMALE","RIGHT","2014-08-22T12:36:37-0700","Cue Angle",,"1","0","730","1","662.5510454177856","LeftFull"
"53f79ca8b6145efb6e4e7ffe","BLUE-00064","2014-08-22T12:40:25-0700",,"FEMALE","RIGHT","2014-08-22T12:36:37-0700","Cue Angle",,"0","1","720","0","N/A","RightSmall"
"53f79ca8b6145efb6e4e7ffe","BLUE-00064","2014-08-22T12:40:25-0700",,"FEMALE","RIGHT","2014-08-22T12:36:37-0700","Cue Angle",,"0","1","720","0","N/A","RightSmall"
"53f79ca8b6145efb6e4e7ffe","BLUE-00064","2014-08-22T12:40:25-0700",,"FEMALE","RIGHT","2014-08-22T12:36:37-0700","Cue Angle",,"0","1","720","0","N/A","RightBig"
"53f79ca8b6145efb6e4e7ffe","BLUE-00064","2014-08-22T12:40:25-0700",,"FEMALE","RIGHT","2014-08-22T12:36:37-0700","Cue Angle",,"0","1","720","0","N/A","LeftFull"
"53f79ca8b6145efb6e4e7ffe","BLUE-00064","2014-08-22T12:40:25-0700",,"FEMALE","RIGHT","2014-08-22T12:36:37-0700","Cue Angle",,"0","1","720","0","N/A","RightBig"
"53f79ca8b6145efb6e4e7ffe","BLUE-00064","2014-08-22T12:40:25-0700",,"FEMALE","RIGHT","2014-08-22T12:36:37-0700","Cue Angle",,"0","1","720","0","N/A","LeftFull"
"53f79ca8b6145efb6e4e7ffe","BLUE-00064","2014-08-22T12:40:25-0700",,"FEMALE","RIGHT","2014-08-22T12:36:37-0700","Cue Angle",,"1","0","720","1","541.9290065765381","RightFull"
"53f79ca8b6145efb6e4e7ffe","BLUE-00064","2014-08-22T12:40:25-0700",,"FEMALE","RIGHT","2014-08-22T12:36:37-0700","Cue Angle",,"0","1","710","0","N/A","RightFull"
"53f79ca8b6145efb6e4e7ffe","BLUE-00064","2014-08-22T12:40:25-0700",,"FEMALE","RIGHT","2014-08-22T12:36:37-0700","Cue Angle",,"0","1","710","0","N/A","Full"
"53f79ca8b6145efb6e4e7ffe","BLUE-00064","2014-08-22T12:40:25-0700",,"FEMALE","RIGHT","2014-08-22T12:36:37-0700","Cue Angle",,"0","1","710","0","N/A","Full"
"53fbbb6bb6145e1d5303fe3e","BLUE-00067","2014-08-25T15:40:44-0700",,"FEMALE","RIGHT","2014-08-25T15:37:17-0700","Cue Angle",,"0","0","800","1","800","LeftSmall"
"53fbbb6bb6145e1d5303fe3e","BLUE-00067","2014-08-25T15:40:44-0700",,"FEMALE","RIGHT","2014-08-25T15:37:17-0700","Cue Angle",,"1","0","800","1","659.3379974365234","LeftBig"
"53fbbb6bb6145e1d5303fe3e","BLUE-00067","2014-08-25T15:40:44-0700",,"FEMALE","RIGHT","2014-08-25T15:37:17-0700","Cue Angle",,"0","1","790","0","N/A","RightBig"
"53fbbb6bb6145e1d5303fe3e","BLUE-00067","2014-08-25T15:40:44-0700",,"FEMALE","RIGHT","2014-08-25T15:37:17-0700","Cue Angle",,"0","1","790","0","N/A","RightSmall"
"53fbbb6bb6145e1d5303fe3e","BLUE-00067","2014-08-25T15:40:44-0700",,"FEMALE","RIGHT","2014-08-25T15:37:17-0700","Cue Angle",,"0","1","790","0","N/A","RightBig"
"53fbbb6bb6145e1d5303fe3e","BLUE-00067","2014-08-25T15:40:44-0700",,"FEMALE","RIGHT","2014-08-25T15:37:17-0700","Cue Angle",,"1","0","790","1","642.8889632225037","RightBig"
"53fbbb6bb6145e1d5303fe3e","BLUE-00067","2014-08-25T15:40:44-0700",,"FEMALE","RIGHT","2014-08-25T15:37:17-0700","Cue Angle",,"1","0","780","1","657.6159596443176","RightBig"
"53fbbb6bb6145e1d5303fe3e","BLUE-00067","2014-08-25T15:40:44-0700",,"FEMALE","RIGHT","2014-08-25T15:37:17-0700","Cue Angle",,"0","1","760","0","N/A","RightSmall"
"53fbbb6bb6145e1d5303fe3e","BLUE-00067","2014-08-25T15:40:44-0700",,"FEMALE","RIGHT","2014-08-25T15:37:17-0700","Cue Angle",,"0","1","760","0","N/A","LeftFull"
"53fbbb6bb6145e1d5303fe3e","BLUE-00067","2014-08-25T15:40:44-0700",,"FEMALE","RIGHT","2014-08-25T15:37:17-0700","Cue Angle",,"0","1","760","0","N/A","RightSmall"
"53fbbb6bb6145e1d5303fe3e","BLUE-00067","2014-08-25T15:40:44-0700",,"FEMALE","RIGHT","2014-08-25T15:37:17-0700","Cue Angle",,"0","1","760","0","N/A","RightBig"
"53fbbb6bb6145e1d5303fe3e","BLUE-00067","2014-08-25T15:40:44-0700",,"FEMALE","RIGHT","2014-08-25T15:37:17-0700","Cue Angle",,"1","0","760","1","677.1759986877441","LeftFull"
"53fbbb6bb6145e1d5303fe3e","BLUE-00067","2014-08-25T15:40:44-0700",,"FEMALE","RIGHT","2014-08-25T15:37:17-0700","Cue Angle",,"1","0","720","1","689.5890235900879","LeftBig"
"53fbbb6bb6145e1d5303fe3e","BLUE-00067","2014-08-25T15:40:44-0700",,"FEMALE","RIGHT","2014-08-25T15:37:17-0700","Cue Angle",,"1","0","640","1","639.3640041351318","LeftSmall"
"53fbbb6bb6145e1d5303fe3e","BLUE-00067","2014-08-25T15:40:44-0700",,"FEMALE","RIGHT","2014-08-25T15:37:17-0700","Cue Angle",,"0","1","480","0","N/A","RightSmall"
"53fbbb6bb6145e1d5303fe3e","BLUE-00067","2014-08-25T15:40:44-0700",,"FEMALE","RIGHT","2014-08-25T15:37:17-0700","Cue Angle",,"1","1","480","0","N/A","LeftSmall"
"53fbbb6bb6145e1d5303fe3e","BLUE-00067","2014-08-25T15:40:44-0700",,"FEMALE","RIGHT","2014-08-25T15:37:17-0700","Cue Angle",,"0","1","520","0","N/A","LeftBig"
"53fbbb6bb6145e1d5303fe3e","BLUE-00067","2014-08-25T15:40:44-0700",,"FEMALE","RIGHT","2014-08-25T15:37:17-0700","Cue Angle",,"0","1","520","0","N/A","LeftBig"
"53fbbb6bb6145e1d5303fe3e","BLUE-00067","2014-08-25T15:40:44-0700",,"FEMALE","RIGHT","2014-08-25T15:37:17-0700","Cue Angle",,"0","1","520","0","N/A","LeftSmall"
"53fbbb6bb6145e1d5303fe3e","BLUE-00067","2014-08-25T15:40:44-0700",,"FEMALE","RIGHT","2014-08-25T15:37:17-0700","Cue Angle",,"1","1","520","0","N/A","LeftFull"
"53fbbb6bb6145e1d5303fe3e","BLUE-00067","2014-08-25T15:40:44-0700",,"FEMALE","RIGHT","2014-08-25T15:37:17-0700","Cue Angle",,"1","1","560","0","N/A","LeftSmall"
"53fbbb6bb6145e1d5303fe3e","BLUE-00067","2014-08-25T15:40:44-0700",,"FEMALE","RIGHT","2014-08-25T15:37:17-0700","Cue Angle",,"0","1","600","0","N/A","LeftBig"
"53fbbb6bb6145e1d5303fe3e","BLUE-00067","2014-08-25T15:40:44-0700",,"FEMALE","RIGHT","2014-08-25T15:37:17-0700","Cue Angle",,"1","1","600","0","N/A","RightFull"
"53fbbb6bb6145e1d5303fe3e","BLUE-00067","2014-08-25T15:40:44-0700",,"FEMALE","RIGHT","2014-08-25T15:37:17-0700","Cue Angle",,"0","1","640","0","N/A","LeftFull"
"53fbbb6bb6145e1d5303fe3e","BLUE-00067","2014-08-25T15:40:44-0700",,"FEMALE","RIGHT","2014-08-25T15:37:17-0700","Cue Angle",,"1","1","640","0","N/A","LeftFull"
"53fbbb6bb6145e1d5303fe3e","BLUE-00067","2014-08-25T15:40:44-0700",,"FEMALE","RIGHT","2014-08-25T15:37:17-0700","Cue Angle",,"0","1","680","0","N/A","LeftSmall"
"53fbbb6bb6145e1d5303fe3e","BLUE-00067","2014-08-25T15:40:44-0700",,"FEMALE","RIGHT","2014-08-25T15:37:17-0700","Cue Angle",,"1","0","680","1","641.7570114135742","LeftBig"
"53fbbb6bb6145e1d5303fe3e","BLUE-00067","2014-08-25T15:40:44-0700",,"FEMALE","RIGHT","2014-08-25T15:37:17-0700","Cue Angle",,"1","1","670","0","N/A","LeftBig"
"53fbbb6bb6145e1d5303fe3e","BLUE-00067","2014-08-25T15:40:44-0700",,"FEMALE","RIGHT","2014-08-25T15:37:17-0700","Cue Angle",,"1","0","710","1","652.42600440979","Full"
"53fbbb6bb6145e1d5303fe3e","BLUE-00067","2014-08-25T15:40:44-0700",,"FEMALE","RIGHT","2014-08-25T15:37:17-0700","Cue Angle",,"1","0","700","1","590.6489491462708","RightSmall"
"53fbbb6bb6145e1d5303fe3e","BLUE-00067","2014-08-25T15:40:44-0700",,"FEMALE","RIGHT","2014-08-25T15:37:17-0700","Cue Angle",,"0","1","690","0","N/A","Full"
"53fbbb6bb6145e1d5303fe3e","BLUE-00067","2014-08-25T15:40:44-0700",,"FEMALE","RIGHT","2014-08-25T15:37:17-0700","Cue Angle",,"0","1","690","0","N/A","RightSmall"
"53fbbb6bb6145e1d5303fe3e","BLUE-00067","2014-08-25T15:40:44-0700",,"FEMALE","RIGHT","2014-08-25T15:37:17-0700","Cue Angle",,"1","0","690","1","632.2919726371765","RightBig"
"53fbbb6bb6145e1d5303fe3e","BLUE-00067","2014-08-25T15:40:44-0700",,"FEMALE","RIGHT","2014-08-25T15:37:17-0700","Cue Angle",,"0","1","670","0","N/A","RightFull"
"53fbbb6bb6145e1d5303fe3e","BLUE-00067","2014-08-25T15:40:44-0700",,"FEMALE","RIGHT","2014-08-25T15:37:17-0700","Cue Angle",,"1","1","670","0","N/A","Full"
"53fbbb6bb6145e1d5303fe3e","BLUE-00067","2014-08-25T15:40:44-0700",,"FEMALE","RIGHT","2014-08-25T15:37:17-0700","Cue Angle",,"1","0","710","1","655.0310254096985","RightBig"
"53fbbb6bb6145e1d5303fe3e","BLUE-00067","2014-08-25T15:40:44-0700",,"FEMALE","RIGHT","2014-08-25T15:37:17-0700","Cue Angle",,"0","1","700","0","N/A","RightFull"
"53fbbb6bb6145e1d5303fe3e","BLUE-00067","2014-08-25T15:40:44-0700",,"FEMALE","RIGHT","2014-08-25T15:37:17-0700","Cue Angle",,"1","1","700","0","N/A","LeftSmall"
"53fbbb6bb6145e1d5303fe3e","BLUE-00067","2014-08-25T15:40:44-0700",,"FEMALE","RIGHT","2014-08-25T15:37:17-0700","Cue Angle",,"0","1","740","0","N/A","RightBig"
"53fbbb6bb6145e1d5303fe3e","BLUE-00067","2014-08-25T15:40:44-0700",,"FEMALE","RIGHT","2014-08-25T15:37:17-0700","Cue Angle",,"1","0","740","1","660.0619554519653","RightFull"
"53fd29beb6145eda4d726a1b","GREEN-00039","2014-08-26T17:43:41-0700",,"FEMALE","RIGHT","2014-08-26T17:39:16-0700","Cue Angle",,"1","0","800","1","676.2250065803528","RightBig"
"53fd29beb6145eda4d726a1b","GREEN-00039","2014-08-26T17:43:41-0700",,"FEMALE","RIGHT","2014-08-26T17:39:16-0700","Cue Angle",,"1","0","790","1","702.0440101623535","RightFull"
"53fd29beb6145eda4d726a1b","GREEN-00039","2014-08-26T17:43:41-0700",,"FEMALE","RIGHT","2014-08-26T17:39:16-0700","Cue Angle",,"1","0","780","1","634.1869831085205","LeftBig"
"53fd29beb6145eda4d726a1b","GREEN-00039","2014-08-26T17:43:41-0700",,"FEMALE","RIGHT","2014-08-26T17:39:16-0700","Cue Angle",,"1","0","760","1","718.0610299110413","LeftBig"
